,Category,Description,Data.Cholesterol,Data.Vitamins.Vitamin A - RAE,Data.Vitamins.Vitamin C,Data.Fiber,Data.Major Minerals.Calcium,Data.Protein,Data.Fat.Monosaturated Fat,Data.Major Minerals.Sodium,Data.Major Minerals.Iron,Data.Sugar Total
0,Milk,"Milk, human",14,61,5.0,0.0,32,1.03,1.658,17,0.03,6.89
1,Milk,"Milk, NFS",8,59,0.1,0.0,126,3.34,0.426,39,0.0,4.89
2,Milk,"Milk, whole",12,32,0.0,0.0,123,3.28,0.688,38,0.0,4.81
3,Milk,"Milk, low sodium, whole",14,29,0.9,0.0,101,3.1,0.999,3,0.05,4.46
4,Milk,"Milk, calcium fortified, whole",12,32,0.0,0.0,123,3.28,0.688,38,0.0,4.81
5,Milk,"Milk, calcium fortified, low fat (1%)",5,58,0.0,0.0,126,3.38,0.21,39,0.0,4.96
6,Milk,"Milk, calcium fortified, fat free (skim)",2,137,1.0,0.0,204,3.4,0.047,52,0.04,4.85
7,Milk,"Milk, reduced fat (2%)",8,83,0.2,0.0,126,3.35,0.4,39,0.0,4.89
8,Milk,"Milk, acidophilus, low fat (1%)",5,58,0.0,0.0,126,3.38,0.21,39,0.0,4.96
9,Milk,"Milk, acidophilus, reduced fat (2%)",8,83,0.2,0.0,126,3.35,0.4,39,0.0,4.89
10,Milk,"Milk, low fat (1%)",5,58,0.0,0.0,126,3.38,0.21,39,0.0,4.96
11,Milk,"Milk, fat free (skim)",3,64,0.0,0.0,132,3.43,0.017,41,0.0,5.05
12,Milk,"Milk, lactose free, low fat (1%)",5,58,0.0,0.0,126,3.38,0.21,39,0.0,4.96
13,Milk,"Milk, lactose free, fat free (skim)",3,64,0.0,0.0,132,3.43,0.017,41,0.0,5.05
14,Milk,"Milk, lactose free, reduced fat (2%)",8,83,0.2,0.0,126,3.35,0.4,39,0.0,4.89
15,Milk,"Milk, lactose free, whole",12,32,0.0,0.0,123,3.28,0.688,38,0.0,4.81
16,Buttermilk,"Buttermilk, fat free (skim)",4,14,1.0,0.0,116,3.31,0.254,148,0.05,4.79
17,Buttermilk,"Buttermilk, low fat (1%)",4,14,1.0,0.0,116,3.31,0.254,148,0.05,4.79
18,Buttermilk,"Buttermilk, reduced fat (2%)",8,16,1.5,0.0,143,4.1,0.576,105,0.06,5.3
19,Buttermilk,"Buttermilk, whole",11,47,0.0,0.0,115,3.21,0.827,105,0.03,4.88
20,Kefir,"Kefir, NS as to fat content",5,174,0.8,0.0,124,3.59,0.286,38,0.04,6.91
21,Goat's milk,"Goat's milk, whole",11,57,1.3,0.0,134,3.56,1.109,50,0.05,4.45
22,Milk,"Milk, dry, reconstituted, NS as to fat content",2,58,0.6,0.0,114,3.2,0.018,51,0.03,4.6
23,Milk,"Milk, dry, reconstituted, whole",15,39,1.3,0.0,142,4.01,1.209,60,0.07,5.86
24,Milk,"Milk, dry, reconstituted, low fat (1%)",4,65,0.6,0.0,113,3.17,0.291,51,0.03,4.55
25,Milk,"Milk, dry, reconstituted, fat free (skim)",2,1,0.6,0.0,114,3.2,0.018,51,0.03,4.6
26,Milk,"Milk, evaporated, NS as to fat content",29,65,1.9,0.0,261,6.81,2.335,106,0.19,10.04
27,Milk,"Milk, evaporated, whole",29,65,1.9,0.0,261,6.81,2.335,106,0.19,10.04
28,Milk,"Milk, evaporated, reduced fat (2%)",8,131,1.2,0.0,285,7.42,0.569,113,0.28,11.15
29,Milk,"Milk, evaporated, fat free (skim)",4,118,1.2,0.0,290,7.55,0.062,115,0.29,11.35
30,Milk,"Milk, condensed, sweetened",34,74,2.6,0.0,284,7.91,2.427,127,0.19,54.4
31,Non-dairy milk,"Non-dairy milk, NFS",0,77,0.0,0.2,164,1.04,0.485,60,0.32,3.03
32,Soy milk,Soy milk,0,55,0.0,0.2,123,2.6,0.382,47,0.42,3.65
33,Soy milk,"Soy milk, light",0,61,0.0,0.3,123,2.38,0.202,48,0.43,2.61
34,Soy milk,"Soy milk, nonfat",0,61,0.0,0.2,116,2.47,0.0,57,0.35,3.65
35,Soy milk,"Soy milk, chocolate",0,70,1.7,0.4,126,2.26,0.379,53,0.48,7.86
36,Soy milk,"Soy milk, light, chocolate",0,61,0.0,0.7,123,2.1,0.037,46,0.59,7.13
37,Soy milk,"Soy milk, nonfat, chocolate",0,61,0.0,0.7,123,2.1,0.037,46,0.59,7.13
38,Almond milk,"Almond milk, sweetened",0,86,0.0,0.2,177,0.38,0.566,69,0.27,4.77
39,Almond milk,"Almond milk, sweetened, chocolate",0,83,0.0,0.3,171,0.43,0.561,67,0.3,7.72
40,Almond milk,"Almond milk, unsweetened",0,90,0.0,0.2,184,0.4,0.59,72,0.28,0.81
41,Almond milk,"Almond milk, unsweetened, chocolate",0,90,0.0,0.3,184,0.46,0.602,72,0.32,0.81
42,Rice milk,Rice milk,0,63,0.0,0.3,118,0.28,0.625,39,0.2,5.28
43,Coconut milk,Coconut milk,0,63,0.0,0.0,188,0.21,0.0,19,0.3,2.5
44,Yogurt,"Yogurt, NFS",6,14,0.8,0.0,183,5.25,0.426,70,0.08,7.04
45,Yogurt,"Yogurt, Greek, NS as to type of milk or flavor",10,90,0.8,0.0,115,9.95,0.486,34,0.04,3.56
46,Yogurt,"Yogurt, NS as to type of milk or flavor",6,14,0.8,0.0,183,5.25,0.426,70,0.08,7.04
47,Yogurt,"Yogurt, NS as to type of milk, plain",6,14,0.8,0.0,183,5.25,0.426,70,0.08,7.04
48,Yogurt,"Yogurt, whole milk, plain",13,27,0.5,0.0,121,3.47,0.893,46,0.05,4.66
49,Yogurt,"Yogurt, low fat milk, plain",6,14,0.8,0.0,183,5.25,0.426,70,0.08,7.04
50,Yogurt,"Yogurt, nonfat milk, plain",2,2,0.9,0.0,199,5.73,0.049,77,0.09,7.68
51,Yogurt,"Yogurt, Greek, NS as to type of milk, plain",10,90,0.8,0.0,115,9.95,0.486,34,0.04,3.56
52,Yogurt,"Yogurt, Greek, whole milk, plain",13,2,0.0,0.0,100,9.0,2.136,35,0.0,4.0
53,Yogurt,"Yogurt, Greek, low fat milk, plain",10,90,0.8,0.0,115,9.95,0.486,34,0.04,3.56
54,Yogurt,"Yogurt, Greek, nonfat milk, plain",5,1,0.0,0.0,111,10.3,0.043,36,0.07,3.27
55,Yogurt,"Yogurt, NS as to type of milk, fruit",5,12,1.8,0.1,163,4.66,0.379,65,0.13,12.01
56,Yogurt,"Yogurt, whole milk, fruit",11,24,1.5,0.1,109,3.1,0.79,44,0.1,9.92
57,Yogurt,"Yogurt, low fat milk, fruit",5,12,1.8,0.1,163,4.66,0.379,65,0.13,12.01
58,Yogurt,"Yogurt, nonfat milk, fruit",2,2,1.8,0.1,177,5.09,0.048,72,0.14,12.58
59,Yogurt,"Yogurt, Greek, NS as to type of milk, fruit",12,31,0.7,1.0,88,8.17,0.65,33,0.07,11.23
60,Yogurt,"Yogurt, Greek, whole milk, fruit",10,46,0.0,0.0,100,7.33,1.265,37,0.0,12.0
61,Yogurt,"Yogurt, Greek, low fat milk, fruit",12,31,0.7,1.0,88,8.17,0.65,33,0.07,11.23
62,Yogurt,"Yogurt, Greek, nonfat milk, fruit",4,0,0.2,0.6,97,8.06,0.029,32,0.09,11.5
63,Yogurt,"Yogurt, NS as to type of milk, flavors other than fruit",6,14,0.8,0.0,178,5.09,0.413,68,0.08,9.82
64,Yogurt,"Yogurt, whole milk, flavors other than fruit",12,26,0.5,0.0,115,3.3,0.848,44,0.05,9.42
65,Yogurt,"Yogurt, low fat milk, flavors other than fruit",6,14,0.8,0.0,178,5.09,0.413,68,0.08,9.82
66,Yogurt,"Yogurt, nonfat milk, flavors other than fruit",2,2,0.9,0.0,193,5.56,0.048,75,0.09,10.44
67,Yogurt,"Yogurt, Greek, NS as to type of milk, flavors other than fruit",5,110,0.0,0.0,100,8.64,0.846,40,0.04,9.54
68,Yogurt,"Yogurt, Greek, whole milk, flavors other than fruit",10,125,0.0,0.0,98,8.47,1.404,39,0.04,9.35
69,Yogurt,"Yogurt, Greek, low fat milk, flavors other than fruit",5,110,0.0,0.0,100,8.64,0.846,40,0.04,9.54
70,Yogurt,"Yogurt, Greek, nonfat milk, flavors other than fruit",3,0,0.0,0.5,99,8.64,0.039,34,0.04,9.54
71,Yogurt,"Yogurt, Greek, with oats",4,88,0.1,1.9,96,8.9,1.629,53,0.64,12.07
72,Yogurt,"Yogurt, liquid",4,10,1.4,0.1,131,3.71,0.302,53,0.1,9.78
73,Chipotle dip,"Chipotle dip, yogurt based",16,74,3.4,0.0,92,7.93,3.638,636,0.09,2.97
74,Dill dip,"Dill dip, yogurt based",16,74,1.9,0.3,103,8.16,3.645,641,0.29,2.99
75,Onion dip,"Onion dip, yogurt based",14,66,1.1,0.2,93,6.82,2.928,507,0.08,3.38
76,Ranch dip,"Ranch dip, yogurt based",17,74,1.9,0.3,114,8.48,3.661,646,0.29,3.41
77,Spinach dip,"Spinach dip, yogurt based",14,112,0.7,0.3,103,7.02,2.927,514,0.21,3.04
78,Tzatziki dip,Tzatziki dip,7,3,2.0,0.2,64,5.35,3.724,307,0.14,2.92
79,Vegetable dip,"Vegetable dip, yogurt based",16,74,1.9,0.3,103,8.16,3.645,641,0.29,2.99
80,Yogurt parfait,"Yogurt parfait, low fat, with fruit",3,30,14.3,1.1,105,3.36,0.307,49,0.49,11.68
81,Frozen yogurt,"Frozen yogurt, NFS",13,49,0.7,0.0,100,3.0,0.986,63,0.46,19.92
82,Frozen yogurt,"Frozen yogurt, vanilla",13,49,0.7,0.0,100,3.0,0.986,63,0.46,19.92
83,Frozen yogurt,"Frozen yogurt, chocolate",13,39,0.0,2.3,100,3.0,0.961,63,0.46,19.24
84,Frozen yogurt,"Frozen yogurt, soft serve, vanilla",2,59,0.8,0.0,143,4.0,1.59,87,0.3,24.0
85,Frozen yogurt,"Frozen yogurt, soft serve, chocolate",2,58,0.8,0.7,143,4.31,1.65,86,0.57,23.56
86,Frozen yogurt sandwich,Frozen yogurt sandwich,10,38,0.5,0.8,83,3.9,1.956,192,1.35,24.3
87,Frozen yogurt bar,"Frozen yogurt bar, vanilla",13,49,0.7,0.0,100,3.0,0.986,63,0.46,19.92
88,Frozen yogurt bar,"Frozen yogurt bar, chocolate",13,39,0.0,2.3,100,3.0,0.961,63,0.46,19.24
89,Frozen yogurt cone,"Frozen yogurt cone, chocolate",12,37,0.0,2.3,97,3.2,0.996,71,0.59,18.71
90,Frozen yogurt cone,"Frozen yogurt cone, vanilla",12,47,0.7,0.1,97,3.2,1.02,71,0.59,19.36
91,Frozen yogurt cone,"Frozen yogurt cone, vanilla, waffle cone",12,46,0.7,0.1,97,3.29,1.014,77,0.69,20.26
92,Frozen yogurt cone,"Frozen yogurt cone, chocolate, waffle cone",12,37,0.0,2.3,97,3.29,0.991,77,0.69,19.62
93,Yogurt,"Yogurt, whole milk, baby food",13,27,0.5,0.0,121,3.47,0.893,46,0.05,4.66
94,Yogurt,"Yogurt, whole milk, baby food, with fruit and multigrain cereal puree, NFS",14,24,1.4,0.3,107,3.4,0.916,41,0.15,11.46
95,Yogurt,"Yogurt, whole milk, baby food, with fruit and multigrain cereal puree, plus iron",10,22,3.6,0.6,98,3.05,0.74,38,4.18,11.46
96,Yogurt,"Yogurt, whole milk, baby food, with fruit and multigrain cereal puree, plus DHA",14,24,1.4,0.3,107,3.4,0.916,41,0.15,11.46
97,Chocolate milk,"Chocolate milk, NFS",2,64,1.0,0.0,127,3.39,0.0,79,0.27,8.39
98,Chocolate milk,"Chocolate milk, ready to drink, whole",12,27,0.9,0.8,112,3.17,0.99,60,0.24,9.54
99,Chocolate milk,"Chocolate milk, ready to drink, reduced fat",8,64,0.0,0.7,109,2.99,0.455,66,0.24,9.55
100,Chocolate milk,"Chocolate milk, ready to drink, fat free",2,64,1.0,0.0,127,3.39,0.0,79,0.27,8.39
101,Chocolate milk,"Chocolate milk, ready to drink, low fat",5,52,0.4,0.1,129,3.46,0.3,65,0.23,9.94
102,Chocolate milk,"Chocolate milk, ready to drink, reduced sugar, NS as to milk",5,96,0.0,0.0,122,3.43,0.29,66,0.16,7.29
103,Chocolate milk,"Chocolate milk, ready to drink, low fat (Nesquik)",5,52,0.4,0.1,129,3.46,0.3,65,0.23,9.94
104,Chocolate milk,"Chocolate milk, ready to drink, fat free (Nesquik)",2,64,1.0,0.0,127,3.39,0.0,79,0.27,8.39
105,Chocolate milk,"Chocolate milk, ready to drink, low fat, no sugar added (Nesquik)",5,52,0.4,0.1,129,3.46,0.3,65,0.23,9.94
106,Hot chocolate / Cocoa,"Hot chocolate / Cocoa, ready to drink",7,68,0.2,0.0,102,2.72,0.325,60,0.0,15.18
107,Hot chocolate / Cocoa,"Hot chocolate / Cocoa, ready to drink, made with nonfat milk",2,52,0.0,0.0,107,2.79,0.014,61,0.0,15.31
108,Hot chocolate / Cocoa,"Hot chocolate / Cocoa, ready to drink, made with non-dairy milk",0,58,0.0,0.2,122,1.21,0.386,75,0.28,14.62
109,Hot chocolate / Cocoa,"Hot chocolate / Cocoa, ready to drink, with whipped cream",12,84,0.2,0.0,101,2.73,0.742,58,0.0,14.6
110,Hot chocolate / Cocoa,"Hot chocolate / Cocoa, ready to drink, made with nonfat milk and whipped cream",8,69,0.0,0.0,105,2.79,0.445,60,0.0,14.72
111,Hot chocolate / Cocoa,"Hot chocolate / Cocoa, ready to drink, made with non-dairy milk and whipped cream",5,74,0.0,0.2,119,1.29,0.799,73,0.27,14.07
112,Chocolate milk,"Chocolate milk, made from dry mix, NS as to type of milk",8,55,1.7,0.3,146,3.41,0.4,45,0.0,9.63
113,Chocolate milk,"Chocolate milk, made from dry mix with whole milk",11,30,1.7,0.3,143,3.36,0.646,44,0.0,9.55
114,Chocolate milk,"Chocolate milk, made from dry mix with reduced fat milk",8,78,1.9,0.3,146,3.42,0.375,45,0.0,9.62
115,Chocolate milk,"Chocolate milk, made from dry mix with low fat milk",5,54,1.7,0.3,146,3.45,0.197,45,0.0,9.69
116,Chocolate milk,"Chocolate milk, made from dry mix with fat free milk",3,60,1.7,0.3,152,3.5,0.016,47,0.0,9.77
117,Chocolate milk,"Chocolate milk, made from dry mix with non-dairy milk",0,66,1.7,0.5,169,1.68,0.445,63,0.32,8.99
118,Chocolate milk,"Chocolate milk, made from reduced sugar mix, NS as to type of milk",8,56,2.4,0.4,159,3.59,0.499,59,0.14,5.86
119,Chocolate milk,"Chocolate milk, made from reduced sugar mix with whole milk",11,31,2.4,0.4,157,3.53,0.75,58,0.14,5.78
120,Chocolate milk,"Chocolate milk, made from reduced sugar mix with reduced fat milk",8,79,2.5,0.4,160,3.6,0.474,59,0.14,5.86
121,Chocolate milk,"Chocolate milk, made from reduced sugar mix with low fat milk",5,55,2.4,0.4,160,3.63,0.292,59,0.14,5.92
122,Chocolate milk,"Chocolate milk, made from reduced sugar mix with fat free milk",3,61,2.4,0.4,166,3.67,0.108,61,0.14,6.01
123,Chocolate milk,"Chocolate milk, made from reduced sugar mix with non-dairy milk",0,68,2.4,0.6,183,1.82,0.545,77,0.47,5.2
124,Chocolate milk,"Chocolate milk, made from dry mix, NS as to type of milk (Nesquik)",8,55,1.7,0.3,146,3.41,0.4,45,0.0,9.63
125,Chocolate milk,"Chocolate milk, made from dry mix with whole milk (Nesquik)",11,30,1.7,0.3,143,3.36,0.646,44,0.0,9.55
126,Chocolate milk,"Chocolate milk, made from dry mix with reduced fat milk (Nesquik)",8,78,1.9,0.3,146,3.42,0.375,45,0.0,9.62
127,Chocolate milk,"Chocolate milk, made from dry mix with low fat milk (Nesquik)",5,54,1.7,0.3,146,3.45,0.197,45,0.0,9.69
128,Chocolate milk,"Chocolate milk, made from dry mix with fat free milk (Nesquik)",3,60,1.7,0.3,152,3.5,0.016,47,0.0,9.77
129,Chocolate milk,"Chocolate milk, made from dry mix with non-dairy milk (Nesquik)",0,66,1.7,0.5,169,1.68,0.445,63,0.32,8.99
130,Chocolate milk,"Chocolate milk, made from no sugar added dry mix, NS as to type of milk (Nesquik)",8,56,2.4,0.4,159,3.59,0.499,59,0.14,5.86
131,Chocolate milk,"Chocolate milk, made from no sugar added dry mix with whole milk (Nesquik)",11,31,2.4,0.4,157,3.53,0.75,58,0.14,5.78
132,Chocolate milk,"Chocolate milk, made from no sugar added dry mix with reduced fat milk (Nesquik)",8,79,2.5,0.4,160,3.6,0.474,59,0.14,5.86
133,Chocolate milk,"Chocolate milk, made from no sugar added dry mix with low fat milk (Nesquik)",5,55,2.4,0.4,160,3.63,0.292,59,0.14,5.92
134,Chocolate milk,"Chocolate milk, made from no sugar added dry mix with fat free milk  (Nesquik)",3,61,2.4,0.4,166,3.67,0.108,61,0.14,6.01
135,Chocolate milk,"Chocolate milk, made from no sugar added dry mix with non-dairy milk (Nesquik)",0,68,2.4,0.6,183,1.82,0.545,77,0.47,5.2
136,Chocolate milk,"Chocolate milk, made from syrup, NS as to type of milk",7,51,0.1,0.0,109,2.89,0.369,54,0.0,12.23
137,Chocolate milk,"Chocolate milk, made from syrup with whole milk",10,28,0.0,0.0,107,2.84,0.596,53,0.0,12.16
138,Chocolate milk,"Chocolate milk, made from syrup with reduced fat milk",7,72,0.2,0.0,109,2.9,0.347,54,0.0,12.23
139,Chocolate milk,"Chocolate milk, made from syrup with low fat milk",4,50,0.0,0.0,109,2.93,0.182,54,0.0,12.29
140,Chocolate milk,"Chocolate milk, made from syrup with fat free milk",3,55,0.0,0.0,114,2.97,0.015,56,0.0,12.37
141,Chocolate milk,"Chocolate milk, made from syrup with non-dairy milk",0,61,0.0,0.2,130,1.29,0.411,70,0.3,11.64
142,Chocolate milk,"Chocolate milk, made from light syrup, NS as to type of milk",7,51,0.1,0.0,111,3.1,0.373,47,0.0,7.86
143,Chocolate milk,"Chocolate milk, made from light syrup with whole milk",10,28,0.0,0.0,109,3.04,0.602,46,0.0,7.79
144,Chocolate milk,"Chocolate milk, made from light syrup with reduced fat milk",7,73,0.2,0.0,112,3.1,0.35,47,0.0,7.86
145,Chocolate milk,"Chocolate milk, made from light syrup with low fat milk",4,51,0.0,0.0,112,3.13,0.184,47,0.0,7.92
146,Chocolate milk,"Chocolate milk, made from light syrup with fat free milk",3,56,0.0,0.0,117,3.18,0.015,48,0.0,8.0
147,Chocolate milk,"Chocolate milk, made from light syrup with non-dairy milk",0,62,0.0,0.2,132,1.48,0.415,63,0.3,7.27
148,Chocolate milk,"Chocolate milk, made from sugar free syrup, NS as to type of milk",7,51,0.1,0.4,110,3.28,0.426,77,0.26,4.31
149,Chocolate milk,"Chocolate milk, made from sugar free syrup with whole milk",10,28,0.0,0.4,108,3.23,0.655,76,0.26,4.24
150,Chocolate milk,"Chocolate milk, made from sugar free syrup with reduced fat milk",7,73,0.2,0.4,110,3.29,0.404,77,0.26,4.31
151,Chocolate milk,"Chocolate milk, made from sugar free syrup with low fat milk",4,51,0.0,0.4,110,3.32,0.237,77,0.26,4.37
152,Chocolate milk,"Chocolate milk, made from sugar free syrup with fat free milk",3,56,0.0,0.4,115,3.36,0.069,79,0.26,4.45
153,Chocolate milk,"Chocolate milk, made from sugar free syrup with non-dairy milk",0,62,0.0,0.5,131,1.66,0.468,94,0.56,3.72
154,Hot chocolate / Cocoa,"Hot chocolate / Cocoa, made with dry mix and water",0,0,0.0,0.5,21,0.91,0.18,72,0.16,8.93
155,Hot chocolate / Cocoa,"Hot chocolate / Cocoa, made with dry mix and whole milk",10,28,0.0,0.5,124,3.73,0.773,100,0.16,12.87
156,Hot chocolate / Cocoa,"Hot chocolate / Cocoa, made with dry mix and reduced fat milk",7,72,0.2,0.5,127,3.79,0.523,101,0.16,12.94
157,Hot chocolate / Cocoa,"Hot chocolate / Cocoa, made with dry mix and low fat milk",4,50,0.0,0.5,127,3.82,0.358,101,0.16,13.0
158,Hot chocolate / Cocoa,"Hot chocolate / Cocoa, made with dry mix and fat free milk",3,56,0.0,0.5,132,3.86,0.191,102,0.16,13.08
159,Hot chocolate / Cocoa,"Hot chocolate / Cocoa, made with dry mix and non-dairy milk",0,61,0.0,0.7,148,2.18,0.586,117,0.46,12.31
160,Hot chocolate / Cocoa,"Hot chocolate / Cocoa, made with no sugar added dry mix and water",0,0,0.0,0.6,50,1.28,0.081,75,0.41,3.11
161,Hot chocolate / Cocoa,"Hot chocolate / Cocoa, made with no sugar added dry mix and whole milk",11,30,0.0,0.6,159,4.26,0.711,105,0.4,7.45
162,Hot chocolate / Cocoa,"Hot chocolate / Cocoa, made with no sugar added dry mix and reduced fat milk",7,77,0.2,0.6,162,4.33,0.447,106,0.4,7.52
163,Hot chocolate / Cocoa,"Hot chocolate / Cocoa, made with no sugar added dry mix and low fat milk",5,54,0.0,0.6,162,4.35,0.272,106,0.4,7.59
164,Hot chocolate / Cocoa,"Hot chocolate / Cocoa, made with no sugar added dry mix and fat free milk",3,59,0.0,0.6,168,4.4,0.094,108,0.4,7.67
165,Hot chocolate / Cocoa,"Hot chocolate / Cocoa, made with no sugar added dry mix and non-dairy milk",0,65,0.0,0.8,184,2.61,0.514,124,0.72,6.88
166,Strawberry milk,"Strawberry milk, NFS",8,81,0.2,0.0,128,3.33,0.404,40,0.0,5.29
167,Strawberry milk,"Strawberry milk, whole",11,30,0.0,0.0,114,3.04,0.636,38,0.03,11.68
168,Strawberry milk,"Strawberry milk, reduced fat",8,78,0.2,0.0,118,3.15,0.375,39,0.03,10.46
169,Strawberry milk,"Strawberry milk, low fat",5,54,0.0,0.0,117,3.13,0.194,39,0.03,11.82
170,Strawberry milk,"Strawberry milk, fat free",3,59,0.0,0.0,122,3.18,0.016,41,0.03,11.9
171,Strawberry milk,"Strawberry milk, reduced sugar",5,57,0.0,0.0,124,3.31,0.206,38,0.0,6.86
172,Strawberry milk,"Strawberry milk, non-dairy",0,65,0.0,0.2,139,1.39,0.438,57,0.35,11.12
173,Milk,"Milk, malted",8,115,2.4,0.0,159,3.2,0.408,60,0.71,7.82
174,Eggnog,Eggnog,59,59,1.5,0.0,130,4.55,1.302,54,0.2,8.05
175,Milk shake,"Milk shake, home recipe, chocolate",20,64,0.3,0.5,118,3.48,1.64,52,0.35,12.57
176,Milk shake,"Milk shake, home recipe, flavors other than chocolate",23,63,0.2,0.2,125,3.36,1.5,53,0.03,10.66
177,Milk shake,"Milk shake, home recipe, chocolate, light",14,63,0.5,0.3,138,3.99,0.907,51,0.26,12.42
178,Milk shake,"Milk shake, home recipe, flavors other than chocolate, light",13,83,0.4,0.1,138,3.88,0.591,51,0.07,11.07
179,Milk shake with malt,Milk shake with malt,23,63,0.3,0.2,131,3.77,1.525,66,0.06,12.04
180,Milk shake,"Milk shake, fast food, chocolate",23,89,0.0,1.6,115,3.7,1.841,80,0.73,13.39
181,Milk shake,"Milk shake, fast food, flavors other than chocolate",23,91,0.0,0.9,115,3.37,1.785,81,0.46,13.63
182,Milk shake,"Milk shake, bottled, chocolate",23,89,0.0,1.6,115,3.7,1.841,80,0.73,13.39
183,Milk shake,"Milk shake, bottled, flavors other than chocolate",23,91,0.0,0.9,115,3.37,1.785,81,0.46,13.63
184,Licuado or Batido,Licuado or Batido,5,38,9.9,0.7,83,2.4,0.281,25,0.11,10.86
185,Fruit smoothie,"Fruit smoothie, NFS",4,20,9.0,1.2,81,2.4,0.236,28,0.22,8.23
186,Fruit smoothie,"Fruit smoothie, with whole fruit and dairy",4,20,9.0,1.2,81,2.4,0.236,28,0.22,8.23
187,Fruit smoothie,"Fruit smoothie, with whole fruit and dairy, added protein",5,22,8.4,1.1,116,7.38,0.26,40,0.28,7.14
188,Fruit smoothie juice drink,"Fruit smoothie juice drink, with dairy",1,2,5.2,0.9,20,0.86,0.049,14,0.14,12.68
189,Chocolate milk drink,Chocolate milk drink,0,60,2.0,0.6,100,0.64,0.049,91,0.33,8.68
190,Infant formula,"Infant formula, NFS",1,59,7.0,0.0,54,1.38,1.305,20,1.19,7.12
191,Infant formula,"Infant formula, NS as to form (Similac Expert Care Alimentum)",1,59,5.9,0.0,69,1.8,0.294,29,1.18,4.4
192,Infant formula,"Infant formula, ready-to-feed (Similac Expert Care Alimentum)",1,59,5.9,0.0,69,1.8,0.294,29,1.18,4.4
193,Infant formula,"Infant formula, powder, made with water, NFS (Similac Expert Care Alimentum)",1,59,5.9,0.0,69,1.8,0.294,29,1.18,4.4
194,Infant formula,"Infant formula, powder, made with tap water (Similac Expert Care Alimentum)",1,59,5.9,0.0,69,1.8,0.294,29,1.18,4.4
195,Infant formula,"Infant formula, powder, made with plain bottled water (Similac Expert Care Alimentum)",1,59,5.9,0.0,69,1.8,0.294,29,1.18,4.4
196,Infant formula,"Infant formula, powder, made with baby water (Similac Expert Care Alimentum)",1,59,5.9,0.0,69,1.8,0.294,29,1.18,4.4
197,Infant formula,"Infant formula, NS as to form (Similac Advance)",2,59,5.9,0.0,54,1.37,1.317,19,1.19,6.87
198,Infant formula,"Infant formula, ready-to-feed (Similac Advance)",2,59,5.9,0.0,54,1.37,1.317,19,1.19,6.87
199,Infant formula,"Infant formula, liquid concentrate, made with water, NFS (Similac Advance)",2,59,5.9,0.0,54,1.37,1.317,19,1.19,6.87
200,Infant formula,"Infant formula, powder, made with water, NFS (Similac Advance)",2,59,5.9,0.0,54,1.37,1.317,19,1.19,6.87
201,Infant formula,"Infant formula, liquid concentrate, made with tap water (Similac Advance)",2,59,5.9,0.0,54,1.37,1.317,19,1.19,6.87
202,Infant formula,"Infant formula, liquid concentrate, made with plain bottled water (Similac Advance)",2,59,5.9,0.0,60,1.37,1.317,18,1.19,6.87
203,Infant formula,"Infant formula, liquid concentrate, made with baby water (Similac Advance)",2,59,5.9,0.0,51,1.37,1.317,16,1.19,6.87
204,Infant formula,"Infant formula, powder, made with tap water (Similac Advance)",2,59,5.9,0.0,54,1.37,1.317,19,1.19,6.87
205,Infant formula,"Infant formula, powder, made with plain bottled water (Similac Advance)",2,59,5.9,0.0,60,1.37,1.317,18,1.19,6.87
206,Infant formula,"Infant formula, powder, made with baby water (Similac Advance)",2,59,5.9,0.0,51,1.37,1.317,16,1.19,6.87
207,Infant formula,"Infant formula, NS as to form (Similac Advance Organic)",2,59,5.9,0.0,54,1.37,1.317,19,1.19,6.87
208,Infant formula,"Infant formula, ready-to-feed (Similac Advance Organic)",2,59,5.9,0.0,54,1.37,1.317,19,1.19,6.87
209,Infant formula,"Infant formula, powder, made with water, NFS (Similac Advance Organic)",2,59,5.9,0.0,54,1.37,1.317,19,1.19,6.87
210,Infant formula,"Infant formula, powder, made with tap water (Similac Advance Organic)",2,59,5.9,0.0,54,1.37,1.317,19,1.19,6.87
211,Infant formula,"Infant formula, powder, made with plain bottled water (Similac Advance Organic)",2,59,5.9,0.0,60,1.37,1.317,18,1.19,6.87
212,Infant formula,"Infant formula, powder, made with baby water (Similac Advance Organic)",2,59,5.9,0.0,51,1.37,1.317,16,1.19,6.87
213,Infant formula,"Infant formula, NS as to form (Similac Sensitive)",2,59,5.7,0.0,57,1.4,0.363,23,1.17,6.99
214,Infant formula,"Infant formula, ready-to-feed (Similac Sensitive)",2,59,5.7,0.0,57,1.4,0.363,23,1.17,6.99
215,Infant formula,"Infant formula, liquid concentrate, made with water, NFS (Similac Sensitive)",2,59,5.7,0.0,57,1.4,0.363,23,1.17,6.99
216,Infant formula,"Infant formula, powder, made with water, NFS (Similac Sensitive)",2,59,5.7,0.0,57,1.4,0.363,23,1.17,6.99
217,Infant formula,"Infant formula, liquid concentrate, made with tap water (Similac Sensitive)",2,59,5.7,0.0,57,1.4,0.363,23,1.17,6.99
218,Infant formula,"Infant formula, liquid concentrate, made with plain bottled water (Similac Sensitive)",2,59,5.7,0.0,63,1.4,0.363,22,1.17,6.99
