,Category,Description,Data.Cholesterol,Data.Vitamins.Vitamin A - RAE,Data.Vitamins.Vitamin C,Data.Fiber,Data.Major Minerals.Calcium,Data.Protein,Data.Fat.Monosaturated Fat,Data.Major Minerals.Sodium,Data.Major Minerals.Iron,Data.Sugar Total
6490,Snow cone,Snow cone,0,0,1.0,0.0,2,0.4,0.0,22,0.16,32.6
6491,Snow cone,"Snow cone, no sugar added",0,0,10.4,0.0,0,0.0,0.0,10,0.67,1.52
6492,Candy,"Candy, NFS",0,0,0.0,0.0,3,0.0,0.0,38,0.3,62.9
6493,M&M's Almond Chocolate Candies,M&M's Almond Chocolate Candies,8,24,0.6,5.6,155,7.53,11.29,45,1.73,49.22
6494,Almonds,"Almonds, chocolate covered",7,18,0.0,9.8,245,17.1,24.242,24,3.3,18.5
6495,Almonds,"Almonds, sugar-coated",0,0,0.0,2.5,100,10.0,12.078,13,1.9,62.5
6496,Almonds,"Almonds, yogurt-covered",1,1,0.3,5.6,234,12.75,14.487,49,1.75,36.26
6497,Butterscotch morsels,Butterscotch morsels,0,0,0.1,0.0,34,2.2,2.271,89,0.08,67.1
6498,Caramel,"Caramel, chocolate-flavored roll",2,0,0.0,0.1,36,1.59,1.929,44,0.8,56.32
6499,Caramel,"Caramel, flavor other than chocolate",7,12,0.4,0.0,138,4.6,1.542,245,0.14,65.5
6500,Caramel,"Caramel, with nuts",6,11,0.5,0.7,134,5.77,2.356,218,0.44,58.57
6501,Caramel candy,"Caramel candy, chocolate covered",11,23,0.3,0.8,150,5.3,2.84,207,0.65,62.28
6502,Caramel with nuts and cereal,"Caramel with nuts and cereal, chocolate covered",10,31,0.6,2.4,73,6.66,9.874,165,0.58,42.95
6503,Caramel with nuts,"Caramel with nuts, chocolate covered",0,42,1.4,4.3,78,9.5,9.444,156,1.7,41.35
6504,Rolo,Rolo,12,33,0.9,0.9,145,5.08,2.104,188,0.42,63.93
6505,Caramel,"Caramel, all flavors, sugar free",1,1,0.2,0.5,112,1.95,5.872,176,0.42,18.63
6506,Toblerone,"Toblerone, milk chocolate with honey and almond nougat",14,37,0.0,2.5,126,5.71,3.744,54,1.6,55.74
6507,TWIX Caramel Cookie Bars,TWIX Caramel Cookie Bars,7,20,0.6,1.1,106,4.91,2.988,198,0.81,48.25
6508,TWIX Chocolate Fudge Cookie Bars,TWIX Chocolate Fudge Cookie Bars,6,9,1.0,3.0,130,7.3,14.319,266,1.31,53.0
6509,TWIX Peanut Butter Cookie Bars,TWIX Peanut Butter Cookie Bars,6,20,0.3,3.1,75,9.18,12.317,226,1.32,36.13
6510,Whatchamacallit,Whatchamacallit,12,37,0.9,1.9,118,8.04,3.78,299,1.13,48.86
6511,Nuts,"Nuts, carob-coated",0,0,0.2,7.2,242,15.81,14.236,58,2.72,19.32
6512,Espresso coffee beans,"Espresso coffee beans, chocolate-covered",20,51,0.0,5.7,169,7.41,13.735,70,2.29,50.75
6513,Milk chocolate candy,"Milk chocolate candy, plain",23,59,0.0,3.4,189,7.65,7.186,79,2.35,51.5
6514,Milk chocolate candy,"Milk chocolate candy, with cereal",23,65,0.6,3.3,187,7.64,8.64,86,2.65,51.06
6515,Kit Kat,Kit Kat,11,24,0.0,1.0,125,6.51,5.844,54,1.0,48.68
6516,Chocolate,"Chocolate, milk, with nuts, not almond or peanuts",19,49,0.4,4.1,169,8.64,12.719,66,2.72,43.03
6517,Milk chocolate candy,"Milk chocolate candy, with fruit and nuts",8,38,0.2,4.3,125,7.58,7.787,47,1.59,51.48
6518,Milk chocolate candy,"Milk chocolate candy, with almonds",19,52,0.2,6.2,224,9.0,11.96,74,1.63,43.9
6519,Chocolate,"Chocolate, milk, with peanuts",10,35,0.9,3.8,110,10.22,8.203,41,1.39,47.22
6520,Chocolate candy with fondant and caramel,Chocolate candy with fondant and caramel,16,39,0.1,2.2,141,5.54,4.815,87,1.53,61.69
6521,Chocolate,"Chocolate, semi-sweet morsel",0,0,0.0,5.9,32,4.2,9.966,11,3.13,54.5
6522,Chocolate,"Chocolate, sweet or dark",4,1,0.0,6.4,40,4.5,10.51,20,5.44,48.81
6523,Chocolate,"Chocolate, sweet or dark, with almonds",6,2,0.0,7.7,76,6.55,11.778,21,7.73,42.34
6524,Chocolate,"Chocolate, white",21,9,0.5,0.2,199,5.87,9.097,90,0.24,59.0
6525,Chocolate,"Chocolate, white, with almonds",18,8,0.4,2.0,210,8.16,12.465,77,0.76,50.8
6526,Chocolate,"Chocolate, white, with cereal",23,65,0.6,3.3,187,7.64,8.64,86,2.65,51.06
6527,Kit Kat White,Kit Kat White,11,24,0.0,1.0,125,6.51,5.844,54,1.0,48.68
6528,Mexican chocolate,"Mexican chocolate, tablet",0,0,0.1,4.0,34,3.64,5.044,3,2.18,69.4
6529,Coconut candy,"Coconut candy, chocolate covered",2,0,0.4,3.7,21,4.6,0.39,145,2.09,46.19
6530,Coconut candy,"Coconut candy, no chocolate covering",0,0,2.7,6.4,43,2.13,0.328,128,0.77,36.16
6531,Coconut candy,"Coconut candy, Puerto Rican style",0,0,1.6,1.3,10,1.31,0.58,9,0.97,73.27
6532,Fondant,Fondant,0,0,0.0,0.0,3,0.0,0.0,11,0.01,88.9
6533,Fondant,"Fondant, chocolate covered",0,0,0.0,2.1,17,2.2,3.09,26,1.56,71.42
6534,Fruit peel,"Fruit peel, candied",0,1,0.0,1.6,18,0.34,0.008,98,0.17,80.68
6535,Date candy,Date candy,0,1,1.4,7.1,79,4.23,10.079,22,1.71,46.5
6536,Soft fruit confections,Soft fruit confections,0,0,0.2,2.4,17,2.31,1.297,131,0.93,45.95
6537,Fruit leather and fruit snacks candy,Fruit leather and fruit snacks candy,0,4,88.0,0.0,25,0.55,1.48,258,0.88,53.37
6538,Fun Fruits Creme Supremes,Fun Fruits Creme Supremes,13,8,45.9,0.1,136,3.68,6.203,176,0.53,55.26
6539,Tamarind candy,Tamarind candy,0,1,0.0,2.5,0,0.0,0.0,1643,0.0,78.57
6540,Fruit snacks candy,"Fruit snacks candy, with high vitamin C",0,0,136.4,0.0,0,0.08,0.0,23,0.0,68.18
6541,Yogurt covered fruit snacks candy,"Yogurt covered fruit snacks candy, with added vitamin C",3,1,180.0,0.2,500,0.0,0.983,75,0.19,65.0
6542,Yogurt covered fruit snacks candy rolls,"Yogurt covered fruit snacks candy rolls, with high vitamin C",0,0,260.8,3.3,430,0.46,0.753,8,0.56,39.15
6543,Gumdrops,"Gumdrops, chocolate covered",6,17,0.0,1.0,55,2.14,2.012,54,0.95,56.88
6544,Fudge,"Fudge, chocolate, chocolate-coated",17,48,0.0,2.2,91,3.97,4.216,55,1.94,66.63
6545,Fudge,"Fudge, chocolate, chocolate-coated, with nuts",15,44,0.1,2.8,97,5.36,4.886,51,2.08,59.81
6546,Fudge,"Fudge, chocolate",14,44,0.0,1.7,49,2.39,2.943,45,1.77,73.12
6547,Fudge,"Fudge, chocolate, with nuts",12,38,0.2,2.5,57,4.38,3.9,39,1.97,63.37
6548,Fudge,"Fudge, peanut butter",11,35,0.0,1.2,41,6.37,7.354,142,0.44,62.58
6549,Fudge,"Fudge, peanut butter, with nuts",10,31,0.1,1.9,47,7.84,8.147,138,0.74,55.99
6550,Fudge,"Fudge, vanilla",15,46,0.0,0.0,38,1.05,1.399,47,0.02,79.77
6551,Fudge,"Fudge, vanilla, with nuts",13,41,0.1,0.9,47,3.0,2.454,42,0.41,71.0
6552,Fudge,"Fudge, divinity",0,0,0.2,0.9,13,4.26,2.014,64,0.45,81.93
6553,Fudge,"Fudge, brown sugar, penuche",1,21,0.1,1.1,106,2.1,5.623,319,0.84,75.85
6554,Fudge,"Fudge, caramel and nut, chocolate-coated candy",7,0,0.0,1.9,69,7.7,5.53,193,0.5,46.2
6555,SNICKERS Bar,SNICKERS Bar,13,46,0.5,2.3,93,7.53,7.875,239,0.72,50.47
6556,Baby Ruth,Baby Ruth,0,0,0.0,2.0,47,5.4,5.557,230,0.63,54.0
6557,100 GRAND Bar,100 GRAND Bar,12,38,0.7,1.0,76,2.5,6.039,203,0.34,51.9
6558,Halvah,"Halvah, plain",0,1,0.0,4.5,24,7.98,10.754,19,2.51,53.08
6559,Halvah,"Halvah, chocolate covered",6,17,0.0,4.2,70,7.88,9.755,36,2.46,52.64
6560,Honey-combed hard candy with peanut butter,Honey-combed hard candy with peanut butter,0,0,0.0,1.9,21,8.72,8.496,174,0.71,62.68
6561,Honey-combed hard candy with peanut butter,"Honey-combed hard candy with peanut butter, chocolate covered",6,14,0.4,3.1,73,8.78,10.6,225,1.2,47.19
6562,Butterfinger,Butterfinger,0,0,0.0,2.0,36,5.4,5.119,230,0.79,45.9
6563,Butterfinger Crisp,Butterfinger Crisp,0,0,0.1,1.7,33,6.67,4.465,13,0.6,48.33
6564,Chocolate-flavored sprinkles,Chocolate-flavored sprinkles,0,0,0.0,4.1,15,2.16,2.127,4,1.6,60.47
6565,Ladoo,"Ladoo, round ball, Asian-Indian dessert",53,169,0.9,4.0,26,6.92,5.614,169,1.29,29.68
6566,Licorice,Licorice,0,0,0.0,0.2,3,0.0,0.0,50,0.13,70.0
6567,Marshmallow,Marshmallow,0,0,0.0,0.1,3,1.8,0.08,80,0.23,57.56
6568,Marshmallow,"Marshmallow, chocolate covered",0,0,0.0,1.7,9,2.43,3.422,61,0.99,55.74
6569,Marshmallow,"Marshmallow, candy-coated",0,0,0.0,0.1,2,1.16,0.051,52,0.17,72.68
6570,Nougat,"Nougat, plain",0,0,0.3,3.3,32,3.33,0.0,33,0.59,44.97
6571,Nougat,"Nougat, with caramel, chocolate covered",9,31,0.7,1.0,115,4.01,2.23,167,0.49,59.69
6572,MILKY WAY Bar,MILKY WAY Bar,9,31,0.7,1.0,115,4.01,2.23,167,0.49,59.69
6573,MILKY WAY MIDNIGHT Bar,MILKY WAY MIDNIGHT Bar,10,42,0.2,2.9,53,3.2,4.639,168,1.2,57.81
6574,MARS Almond Bar,MARS Almond Bar,17,15,0.7,2.0,168,8.1,10.693,170,1.1,52.1
6575,Nougat,"Nougat, chocolate covered",6,17,0.2,3.3,76,4.54,2.012,46,1.08,46.8
6576,3 MUSKETEERS Bar,3 MUSKETEERS Bar,5,20,0.2,1.5,54,2.6,2.373,194,0.67,66.89
6577,3 Musketeers Truffle Crisp Bar,3 Musketeers Truffle Crisp Bar,18,46,0.0,0.0,150,6.41,5.536,63,1.88,57.69
6578,Nuts,"Nuts, chocolate covered, not almonds or peanuts",12,30,1.6,4.9,134,11.39,21.835,44,3.85,28.09
6579,Nut roll,"Nut roll, fudge or nougat, caramel and nuts",0,0,0.0,3.8,94,13.44,12.467,231,1.92,40.32
6580,Sugared pecans,"Sugared pecans, sugar and egg white coating",0,2,0.6,6.5,48,7.29,27.639,17,1.73,25.12
6581,Peanuts,"Peanuts, chocolate covered",9,41,0.0,4.7,104,13.1,12.92,41,1.31,37.59
6582,M&M's Peanut Chocolate Candies,M&M's Peanut Chocolate Candies,8,22,0.0,3.7,102,9.57,8.086,50,1.16,50.75
6583,M&M's Peanut Butter Chocolate Candies,M&M's Peanut Butter Chocolate Candies,7,28,0.5,4.0,88,10.16,4.448,213,1.06,47.15
6584,Peanuts,"Peanuts, sugar-coated",0,0,0.0,4.1,78,15.5,16.721,156,0.97,42.22
6585,Peanuts,"Peanuts, yogurt covered",1,1,0.3,3.8,154,14.84,11.281,56,2.14,36.42
6586,Peanut bar,Peanut bar,0,0,0.0,4.1,78,15.5,16.721,156,0.97,42.22
6587,Planters Peanut Bar,Planters Peanut Bar,0,0,0.5,5.5,36,16.26,15.077,186,0.9,44.34
6588,Peanut brittle,Peanut brittle,12,39,0.0,2.5,27,7.57,8.064,445,1.22,51.33
6589,Peanut Bar,"Peanut Bar, chocolate covered candy",7,18,0.0,3.9,112,13.07,13.765,132,1.4,45.1
6590,Peanut butter,"Peanut butter, chocolate covered",8,21,0.0,2.9,84,10.55,11.405,178,1.44,51.64
6591,Reese's Peanut Butter Cup,Reese's Peanut Butter Cup,6,17,0.3,3.6,78,10.24,13.1,357,1.21,47.17
6592,Reese's Pieces,Reese's Pieces,0,0,0.0,3.0,69,12.46,4.46,194,0.49,53.25
6593,Reese's Sticks,Reese's Sticks,6,14,0.6,3.3,70,9.53,10.82,264,1.3,40.33
6594,Reese's Fast Break,Reese's Fast Break,9,14,0.0,3.6,36,8.93,8.104,321,0.64,53.57
6595,Reese's Crispy Crunchy Bar,Reese's Crispy Crunchy Bar,5,15,0.6,3.3,70,9.53,10.82,264,1.3,40.33
6596,Peanut butter morsels,Peanut butter morsels,1,0,0.3,5.0,110,18.3,12.829,250,1.7,38.3
6597,Pralines,Pralines,1,21,0.1,1.1,106,2.1,5.623,319,0.84,75.85
6598,Pineapple candy,"Pineapple candy, Puerto Rican style",0,3,9.8,1.2,23,0.65,0.016,2,0.64,83.75
6599,Raisins,"Raisins, chocolate covered",3,29,0.2,3.1,86,4.1,3.134,36,1.71,62.22
6600,Raisins,"Raisins, yogurt covered",0,0,1.5,2.6,122,4.38,0.235,52,1.1,64.0
6601,Sesame Crunch,"Sesame Crunch, Sahadi",0,0,0.0,7.7,639,11.6,12.571,167,4.27,31.17
6602,Gumdrops,Gumdrops,0,0,0.0,0.1,3,0.0,0.0,44,0.4,58.97
6603,Hard candy,Hard candy,0,0,0.0,0.0,3,0.0,0.0,38,0.3,62.9
6604,Butterscotch hard candy,Butterscotch hard candy,9,28,0.0,0.0,4,0.03,0.845,391,0.01,80.46
6605,Skittles,Skittles,0,0,66.8,0.0,0,0.19,0.0,15,0.0,75.84
6606,Sugar-coated chocolate discs,Sugar-coated chocolate discs,14,56,0.5,2.8,105,4.33,5.183,61,1.11,63.68
6607,M&M's Milk Chocolate Candies,M&M's Milk Chocolate Candies,14,56,0.5,2.8,105,4.33,5.183,61,1.11,63.68
6608,Sixlets,Sixlets,14,56,0.5,2.8,105,4.33,5.183,61,1.11,63.68
6609,Easter egg,"Easter egg, candy coated chocolate",14,56,0.5,2.8,105,4.33,5.183,61,1.11,63.68
6610,M&M's Pretzel Chocolate Candies,M&M's Pretzel Chocolate Candies,13,34,0.0,2.5,50,5.0,3.302,475,0.9,50.0
6611,Taffy,Taffy,0,0,44.2,0.0,9,0.81,0.258,75,0.06,55.59
6612,Toffee,"Toffee, plain",7,12,0.4,0.0,140,4.67,1.565,249,0.14,66.5
6613,Toffee,"Toffee, chocolate covered",53,61,0.5,1.3,30,3.13,9.714,317,0.57,59.89
6614,Toffee,"Toffee, chocolate-coated, with nuts",11,24,0.3,1.8,149,7.62,5.408,179,1.19,56.2
6615,Truffles,Truffles,41,126,0.1,2.8,167,6.78,7.819,86,1.96,43.11
6616,Wax candy,"Wax candy, liquid filled",0,0,0.0,0.0,2,0.0,0.0,2,0.02,32.47
6617,Dietetic or low calorie candy,"Dietetic or low calorie candy, NFS",0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
6618,Dietetic or low calorie gumdrops,Dietetic or low calorie gumdrops,0,0,0.0,0.0,0,0.0,0.092,7,0.0,70.0
6619,Dietetic or low calorie hard candy,Dietetic or low calorie hard candy,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
6620,Dietetic or low calorie candy,"Dietetic or low calorie candy, chocolate covered",22,55,1.4,3.5,285,12.39,10.884,111,1.45,14.63
6621,Dietetic or low calorie mints,Dietetic or low calorie mints,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
6622,Chewing gum,"Chewing gum, NFS",0,0,0.0,2.4,14,0.0,0.089,5,0.0,19.82
6623,Chewing gum,"Chewing gum, regular",0,0,0.0,2.4,0,0.0,0.079,1,0.0,66.08
6624,Chewing gum,"Chewing gum, sugar free",0,0,0.0,2.4,20,0.0,0.093,7,0.0,0.0
6625,Coffee,"Coffee, NS as to type",0,0,0.0,0.0,2,0.12,0.015,2,0.01,0.0
6626,Coffee,"Coffee, NS as to brewed or instant",0,0,0.0,0.0,2,0.12,0.015,2,0.01,0.0
6627,Coffee,"Coffee, brewed",0,0,0.0,0.0,2,0.12,0.015,2,0.01,0.0
6628,Coffee,"Coffee, brewed, blend of regular and decaffeinated",0,0,0.0,0.0,2,0.11,0.008,2,0.03,0.0
6629,Coffee,"Coffee, Turkish",0,0,0.0,0.0,2,0.11,0.014,2,0.01,6.48
6630,Coffee,"Coffee, espresso",0,0,0.2,0.0,2,0.12,0.0,14,0.13,0.0
6631,Coffee,"Coffee, espresso, decaffeinated",0,0,0.2,0.0,2,0.1,0.0,14,0.13,0.0
6632,Coffee,"Coffee, brewed, flavored",0,0,0.0,0.0,2,0.12,0.015,2,0.01,0.0
6633,Coffee,"Coffee, Cuban",0,0,0.2,0.0,2,0.11,0.0,13,0.12,6.28
6634,Coffee,"Coffee, macchiato",3,19,0.2,0.0,43,1.18,0.14,22,0.09,1.61
6635,Coffee,"Coffee, macchiato, sweetened",3,19,0.1,0.0,41,1.13,0.134,21,0.09,5.85
6636,Coffee,"Coffee, cafe con leche",4,28,0.1,0.0,62,1.67,0.206,26,0.06,4.84
6637,Coffee,"Coffee, cafe con leche, decaffeinated",4,29,0.1,0.0,63,1.69,0.209,26,0.06,4.92
6638,Coffee,"Coffee, Latte",7,69,0.2,0.0,105,2.8,0.332,35,0.02,4.06
6639,Coffee,"Coffee, Latte, nonfat",2,53,0.0,0.0,110,2.87,0.014,36,0.02,4.2
6640,Coffee,"Coffee, Latte, with non-dairy milk",0,59,0.0,0.2,125,1.26,0.394,51,0.31,3.5
6641,Coffee,"Coffee, Latte, flavored",6,67,0.2,0.0,102,2.71,0.321,34,0.02,7.22
6642,Coffee,"Coffee, Latte, nonfat, flavored",2,51,0.0,0.0,106,2.78,0.014,35,0.02,7.35
6643,Coffee,"Coffee, Latte, with non-dairy milk, flavored",0,57,0.0,0.2,121,1.22,0.381,49,0.3,6.66
6644,Coffee,"Coffee, Latte, decaffeinated",7,69,0.2,0.0,106,2.82,0.334,35,0.02,4.09
6645,Coffee,"Coffee, Latte, decaffeinated, nonfat",3,53,0.0,0.0,111,2.88,0.014,37,0.02,4.22
6646,Coffee,"Coffee, Latte, decaffeinated, with non-dairy milk",0,59,0.0,0.2,126,1.26,0.396,51,0.31,3.52
6647,Coffee,"Coffee, Latte, decaffeinated, flavored",6,67,0.2,0.0,102,2.72,0.323,34,0.02,7.26
6648,Coffee,"Coffee, Latte, decaffeinated, nonfat, flavored",2,52,0.0,0.0,107,2.79,0.014,35,0.02,7.38
6649,Coffee,"Coffee, Latte, decaffeinated, with non-dairy milk, flavored",0,57,0.0,0.2,121,1.22,0.383,49,0.3,6.7
6650,Frozen coffee drink,Frozen coffee drink,4,38,0.1,0.0,59,1.55,0.183,21,0.03,13.16
6651,Frozen coffee drink,"Frozen coffee drink, nonfat",1,29,0.0,0.0,62,1.59,0.008,22,0.03,13.23
6652,Frozen coffee drink,"Frozen coffee drink, with non-dairy milk",0,32,0.0,0.1,70,0.7,0.218,30,0.18,12.83
6653,Frozen coffee drink,"Frozen coffee drink, with whipped cream",9,58,0.1,0.0,59,1.62,0.656,21,0.03,12.62
6654,Frozen coffee drink,"Frozen coffee drink, nonfat, with whipped cream",7,50,0.1,0.0,62,1.66,0.49,22,0.03,12.69
6655,Frozen coffee drink,"Frozen coffee drink, with non-dairy milk and whipped cream",6,53,0.1,0.1,70,0.82,0.688,30,0.18,12.3
6656,Frozen coffee drink,"Frozen coffee drink, decaffeinated",4,38,0.1,0.0,59,1.56,0.184,21,0.02,13.23
6657,Frozen coffee drink,"Frozen coffee drink, decaffeinated, nonfat",1,29,0.0,0.0,62,1.59,0.008,22,0.02,13.3
6658,Frozen coffee drink,"Frozen coffee drink, decaffeinated, with non-dairy milk",0,25,0.0,0.1,58,1.21,0.176,25,0.22,12.66
6659,Frozen coffee drink,"Frozen coffee drink, decaffeinated, with whipped cream",10,58,0.1,0.0,60,1.62,0.66,21,0.03,12.68
6660,Frozen coffee drink,"Frozen coffee drink, decaffeinated, nonfat, with whipped cream",7,50,0.1,0.0,62,1.66,0.493,22,0.03,12.75
6661,Frozen coffee drink,"Frozen coffee drink, decaffeinated, with non-dairy milk and whipped cream",6,53,0.1,0.1,70,0.82,0.691,30,0.18,12.36
6662,Coffee,"Coffee, Cafe Mocha",6,63,0.2,0.0,96,2.56,0.303,46,0.02,9.3
6663,Coffee,"Coffee, Cafe Mocha, nonfat",2,48,0.0,0.0,100,2.6,0.013,47,0.02,9.37
6664,Coffee,"Coffee, Cafe Mocha, with non-dairy milk",0,53,0.0,0.1,113,1.14,0.358,60,0.28,8.73
6665,Coffee,"Coffee, Cafe Mocha, decaffeinated",6,63,0.2,0.0,96,2.55,0.303,46,0.02,9.3
6666,Coffee,"Coffee, Cafe Mocha, decaffeinated, nonfat",2,48,0.0,0.0,100,2.61,0.013,47,0.02,9.42
6667,Coffee,"Coffee, Cafe Mocha, decaffeinated, with non-dairy milk",0,54,0.0,0.1,114,1.15,0.359,60,0.28,8.77
6668,Frozen mocha coffee drink,Frozen mocha coffee drink,4,37,0.1,0.0,57,1.5,0.178,34,0.02,12.17
6669,Frozen mocha coffee drink,"Frozen mocha coffee drink, nonfat",1,28,0.0,0.0,60,1.54,0.008,35,0.02,12.24
6670,Frozen mocha coffee drink,"Frozen mocha coffee drink, with non-dairy milk",0,31,0.0,0.1,68,0.68,0.211,42,0.18,11.85
6671,Frozen mocha coffee drink,"Frozen mocha coffee drink, with whipped cream",9,56,0.1,0.0,58,1.57,0.638,34,0.03,11.69
6672,Frozen mocha coffee drink,"Frozen mocha coffee drink, nonfat, with whipped cream",7,48,0.1,0.0,60,1.61,0.476,34,0.03,11.76
6673,Frozen mocha coffee drink,"Frozen mocha coffee drink, with non-dairy milk and whipped cream",6,51,0.1,0.1,68,0.79,0.668,42,0.17,11.39
6674,Frozen mocha coffee drink,"Frozen mocha coffee drink, decaffeinated",4,37,0.1,0.0,57,1.51,0.178,34,0.02,12.23
6675,Frozen mocha coffee drink,"Frozen mocha coffee drink, decaffeinated, nonfat",1,29,0.0,0.0,60,1.54,0.008,35,0.02,12.3
6676,Frozen mocha coffee drink,"Frozen mocha coffee drink, decaffeinated, with non-dairy milk",0,32,0.0,0.1,68,0.68,0.212,43,0.18,11.9
6677,Frozen mocha coffee drink,"Frozen mocha coffee drink, decaffeinated, with whipped cream",9,56,0.1,0.0,58,1.58,0.641,34,0.02,11.74
6678,Frozen mocha coffee drink,"Frozen mocha coffee drink, decaffeinated, nonfat, with whipped cream",7,48,0.1,0.0,60,1.61,0.479,34,0.02,11.81
6679,Frozen mocha coffee drink,"Frozen mocha coffee drink, decaffeinated, with non-dairy milk and whipped cream",6,51,0.1,0.1,68,0.79,0.671,42,0.17,11.44
6680,Iced Coffee,"Iced Coffee, brewed",0,0,0.0,0.0,2,0.09,0.011,2,0.01,0.0
6681,Iced Coffee,"Iced Coffee, brewed, decaffeinated",0,0,0.0,0.0,2,0.08,0.0,2,0.04,0.0
6682,Iced Coffee,"Iced Coffee, pre-lightened and pre-sweetened",3,7,0.0,0.0,7,0.25,0.268,6,0.01,4.95
6683,Coffee,"Coffee, Iced Latte",4,43,0.1,0.0,66,1.74,0.206,23,0.02,2.51
6684,Coffee,"Coffee, Iced Latte, nonfat",2,33,0.0,0.0,69,1.78,0.009,24,0.02,2.6
6685,Coffee,"Coffee, Iced Latte, with non-dairy milk",0,36,0.0,0.1,79,0.79,0.244,33,0.2,2.17
6686,Coffee,"Coffee, Iced Latte, flavored",4,41,0.1,0.0,64,1.68,0.199,23,0.02,5.81
6687,Coffee,"Coffee, Iced Latte, nonfat, flavored",1,32,0.0,0.0,67,1.72,0.008,24,0.02,5.89
6688,Coffee,"Coffee, Iced Latte, with non-dairy milk, flavored",0,35,0.0,0.1,76,0.76,0.236,32,0.2,5.47
6689,Coffee,"Coffee, Iced Latte, decaffeinated",4,43,0.1,0.0,66,1.75,0.207,23,0.02,2.53
6690,Coffee,"Coffee, Iced Latte, decaffeinated, nonfat",2,33,0.0,0.0,70,1.79,0.009,25,0.02,2.61
6691,Coffee,"Coffee, Iced Latte, decaffeinated, with non-dairy milk",0,37,0.0,0.1,79,0.79,0.246,33,0.2,2.18
6692,Coffee,"Coffee, Iced Latte, decaffeinated, flavored",4,41,0.1,0.0,64,1.69,0.2,23,0.02,5.84
6693,Coffee,"Coffee, Iced Latte, decaffeinated, nonfat, flavored",1,32,0.0,0.0,67,1.73,0.008,24,0.02,5.92
6694,Coffee,"Coffee, Iced Latte, decaffeinated, with non-dairy milk, flavored",0,35,0.0,0.1,76,0.76,0.237,32,0.2,5.5
6695,Coffee,"Coffee, Iced Cafe Mocha",4,39,0.1,0.0,60,1.58,0.186,35,0.02,7.99
6696,Coffee,"Coffee, Iced Cafe Mocha, nonfat",1,30,0.0,0.0,63,1.61,0.008,36,0.02,8.07
6697,Coffee,"Coffee, Iced Cafe Mocha, with non-dairy milk",0,33,0.0,0.1,71,0.72,0.221,44,0.18,7.67
6698,Coffee,"Coffee, Iced Cafe Mocha, decaffeinated",4,39,0.1,0.0,60,1.58,0.187,36,0.02,8.03
6699,Coffee,"Coffee, Iced Cafe Mocha, decaffeinated, nonfat",1,30,0.0,0.0,63,1.62,0.008,37,0.02,8.11
6700,Coffee,"Coffee, Iced Cafe Mocha, decaffeinated, with non-dairy milk",0,33,0.0,0.1,71,0.72,0.222,45,0.18,7.71
6701,Coffee,"Coffee, instant, reconstituted",0,0,0.0,0.0,4,0.1,0.0,4,0.04,0.0
6702,Coffee,"Coffee, instant, 50% less caffeine, reconstituted",0,0,0.0,0.0,4,0.12,0.0,4,0.04,0.0
6703,Coffee,"Coffee, NS as to brewed or instant, decaffeinated",0,0,0.0,0.0,2,0.1,0.0,2,0.05,0.0
6704,Coffee,"Coffee, brewed, decaffeinated",0,0,0.0,0.0,2,0.1,0.0,2,0.05,0.0
6705,Coffee,"Coffee, instant, decaffeinated, reconstituted",0,0,0.0,0.0,4,0.1,0.0,4,0.03,0.0
6706,Coffee,"Coffee, instant, pre-lightened and pre-sweetened with sugar, reconstituted",0,0,0.0,0.0,4,0.15,0.203,7,0.04,3.45
6707,Coffee,"Coffee, instant, decaffeinated, pre-lightened and pre-sweetened with sugar, reconsitituted",0,0,0.0,0.0,4,0.14,0.203,7,0.04,3.45
6708,Coffee,"Coffee, instant, pre-sweetened with sugar, reconstituted",0,0,0.0,0.0,4,0.1,0.0,4,0.04,3.36
6709,Coffee,"Coffee, mocha, instant, pre-lightened and pre-sweetened with sugar, reconstituted",0,0,0.0,0.1,22,0.43,0.836,29,0.0,4.32
6710,Coffee,"Coffee, mocha, instant, pre-lightened and pre-sweetened with low calorie sweetener, reconstituted",0,0,0.0,0.2,5,0.32,0.031,20,0.11,1.14
6711,Coffee,"Coffee, instant, pre-lightened and pre-sweetened with low calorie sweetener, reconstituted",0,0,0.0,0.0,4,0.15,0.209,7,0.04,0.6
6712,Coffee,"Coffee, instant, decaffeinated, pre-lightened and pre-sweetened with low calorie sweetener, reconstituted",0,0,0.0,0.0,4,0.15,0.209,7,0.04,0.6
6713,Coffee,"Coffee, mocha, instant, decaffeinated, pre-lightened and pre-sweetened with low calorie sweetener, reconstituted",0,0,0.0,0.2,5,0.29,0.031,20,0.1,1.14
6714,Coffee,"Coffee, pre-lightened and pre-sweetened with sugar",0,0,0.0,0.0,4,0.15,0.203,7,0.04,3.45
6715,Coffee,"Coffee, decaffeinated, pre-lightened and pre-sweetened with sugar",0,0,0.0,0.0,4,0.14,0.203,7,0.04,3.45
6716,Coffee,"Coffee, pre-lightened and pre-sweetened with low calorie sweetener",0,0,0.0,0.0,4,0.15,0.209,7,0.04,0.6
6717,Coffee,"Coffee, decaffeinated, pre-lightened and pre-sweetened with low calorie sweetener",0,0,0.0,0.0,4,0.15,0.209,7,0.04,0.6
